Date	Start Time (Sask)	Start Time (EDT)	Away	Away Score	Home	Home Score
2025-03-18	4:10 AM	6:10 AM	Los Angeles Dodgers	4	Chicago Cubs	1
2025-03-19	4:10 AM	6:10 AM	Los Angeles Dodgers	6	Chicago Cubs	3
2025-03-27	1:05 PM	3:05 PM	Milwaukee Brewers	2	New York Yankees	4
2025-03-27	1:07 PM	3:07 PM	Baltimore Orioles	12	Toronto Blue Jays	2
2025-03-27	2:05 PM	4:05 PM	Boston Red Sox	5	Texas Rangers	2
2025-03-27	2:05 PM	4:05 PM	Philadelphia Phillies	7	Washington Nationals	3
2025-03-27	2:10 PM	4:10 PM	Cleveland Guardians	7	Kansas City Royals	4
2025-03-27	2:10 PM	4:10 PM	New York Mets	1	Houston Astros	3
2025-03-27	2:10 PM	4:10 PM	San Francisco Giants	6	Cincinnati Reds	4
2025-03-27	2:10 PM	4:10 PM	Atlanta Braves	4	San Diego Padres	7
2025-03-27	2:10 PM	4:10 PM	Los Angeles Angels	1	Chicago White Sox	8
2025-03-27	2:10 PM	4:10 PM	Pittsburgh Pirates	4	Miami Marlins	5
2025-03-27	2:15 PM	4:15 PM	Minnesota Twins	3	St. Louis Cardinals	5
2025-03-27	5:10 PM	7:10 PM	Detroit Tigers	4	Los Angeles Dodgers	5
2025-03-27	8:10 PM	10:10 PM	Chicago Cubs	10	Arizona Diamondbacks	6
2025-03-27	8:10 PM	10:10 PM	Athletics	2	Seattle Mariners	4
2025-03-28	2:10 PM	4:10 PM	Colorado Rockies	2	Tampa Bay Rays	3
2025-03-28	5:07 PM	7:07 PM	Baltimore Orioles	2	Toronto Blue Jays	8
2025-03-28	5:10 PM	7:10 PM	Pittsburgh Pirates	4	Miami Marlins	3
2025-03-28	6:05 PM	8:05 PM	Boston Red Sox	1	Texas Rangers	4
2025-03-28	6:10 PM	8:10 PM	New York Mets	3	Houston Astros	1
2025-03-28	7:40 PM	9:40 PM	Chicago Cubs	1	Arizona Diamondbacks	8
2025-03-28	7:40 PM	9:40 PM	Athletics	7	Seattle Mariners	0
2025-03-28	7:40 PM	9:40 PM	Atlanta Braves	3	San Diego Padres	4
2025-03-28	8:10 PM	10:10 PM	Detroit Tigers	5	Los Angeles Dodgers	8
2025-03-29	11:05 AM	1:05 PM	Milwaukee Brewers	9	New York Yankees	20
2025-03-29	12:10 PM	2:10 PM	Los Angeles Angels	1	Chicago White Sox	0
2025-03-29	12:15 PM	2:15 PM	Minnesota Twins	1	St. Louis Cardinals	5
2025-03-29	1:07 PM	3:07 PM	Baltimore Orioles	9	Toronto Blue Jays	5
2025-03-29	2:05 PM	4:05 PM	Philadelphia Phillies	11	Washington Nationals	6
2025-03-29	2:10 PM	4:10 PM	Cleveland Guardians	3	Kansas City Royals	4
2025-03-29	2:10 PM	4:10 PM	San Francisco Giants	2	Cincinnati Reds	3
2025-03-29	2:10 PM	4:10 PM	Colorado Rockies	2	Tampa Bay Rays	1
2025-03-29	2:10 PM	4:10 PM	Pittsburgh Pirates	4	Miami Marlins	5
2025-03-29	5:05 PM	7:05 PM	Boston Red Sox	3	Texas Rangers	4
2025-03-29	5:15 PM	7:15 PM	New York Mets	1	Houston Astros	2
2025-03-29	5:15 PM	7:15 PM	Atlanta Braves	0	San Diego Padres	1
2025-03-29	6:10 PM	8:10 PM	Chicago Cubs	4	Arizona Diamondbacks	3
2025-03-29	7:10 PM	9:10 PM	Detroit Tigers	3	Los Angeles Dodgers	7
2025-03-29	7:40 PM	9:40 PM	Athletics	4	Seattle Mariners	2
2025-03-30	11:35 AM	1:35 PM	Philadelphia Phillies	1	Washington Nationals	5
2025-03-30	11:35 AM	1:35 PM	Milwaukee Brewers	3	New York Yankees	12
2025-03-30	11:37 AM	1:37 PM	Baltimore Orioles	1	Toronto Blue Jays	3
2025-03-30	11:40 AM	1:40 PM	San Francisco Giants	6	Cincinnati Reds	3
2025-03-30	11:40 AM	1:40 PM	Colorado Rockies	4	Tampa Bay Rays	6
2025-03-30	11:40 AM	1:40 PM	Pittsburgh Pirates	2	Miami Marlins	3
2025-03-30	12:10 PM	2:10 PM	Cleveland Guardians	6	Kansas City Royals	2
2025-03-30	12:10 PM	2:10 PM	Los Angeles Angels	3	Chicago White Sox	2
2025-03-30	12:15 PM	2:15 PM	Minnesota Twins	2	St. Louis Cardinals	9
2025-03-30	12:35 PM	2:35 PM	Boston Red Sox	2	Texas Rangers	3
2025-03-30	2:10 PM	4:10 PM	Chicago Cubs	6	Arizona Diamondbacks	10
2025-03-30	2:10 PM	4:10 PM	Athletics	1	Seattle Mariners	2
2025-03-30	5:10 PM	7:10 PM	Atlanta Braves	0	San Diego Padres	5
2025-03-31	12:10 PM	2:10 PM	Minnesota Twins	0	Chicago White Sox	9
2025-03-31	12:10 PM	2:10 PM	Kansas City Royals	11	Milwaukee Brewers	1
2025-03-31	12:35 PM	2:35 PM	Boston Red Sox	5	Baltimore Orioles	8
2025-03-31	1:05 PM	3:05 PM	Colorado Rockies	1	Philadelphia Phillies	6
2025-03-31	4:40 PM	6:40 PM	Texas Rangers	3	Cincinnati Reds	14
2025-03-31	4:40 PM	6:40 PM	New York Mets	10	Miami Marlins	4
2025-03-31	5:05 PM	7:05 PM	Pittsburgh Pirates	1	Tampa Bay Rays	6
2025-03-31	5:07 PM	7:07 PM	Washington Nationals	2	Toronto Blue Jays	5
2025-03-31	5:45 PM	7:45 PM	Los Angeles Angels	5	St. Louis Cardinals	4
2025-03-31	6:10 PM	8:10 PM	San Francisco Giants	7	Houston Astros	2
2025-03-31	7:40 PM	9:40 PM	Cleveland Guardians	2	San Diego Padres	7
2025-03-31	7:40 PM	9:40 PM	Detroit Tigers	9	Seattle Mariners	6
2025-03-31	8:05 PM	10:05 PM	Chicago Cubs	18	Athletics	3
2025-03-31	8:10 PM	10:10 PM	Atlanta Braves	1	Los Angeles Dodgers	6
2025-04-01	4:40 PM	6:40 PM	Texas Rangers	1	Cincinnati Reds	0
2025-04-01	4:40 PM	6:40 PM	New York Mets	2	Miami Marlins	4
2025-04-01	5:05 PM	7:05 PM	Pittsburgh Pirates	0	Tampa Bay Rays	7
2025-04-01	5:05 PM	7:05 PM	Arizona Diamondbacks	7	New York Yankees	5
2025-04-01	5:07 PM	7:07 PM	Washington Nationals	3	Toronto Blue Jays	5
2025-04-01	5:40 PM	7:40 PM	Minnesota Twins	8	Chicago White Sox	3
2025-04-01	5:40 PM	7:40 PM	Kansas City Royals	0	Milwaukee Brewers	5
2025-04-01	5:45 PM	7:45 PM	Los Angeles Angels	9	St. Louis Cardinals	7
2025-04-01	6:10 PM	8:10 PM	San Francisco Giants	3	Houston Astros	1
2025-04-01	7:40 PM	9:40 PM	Cleveland Guardians	0	San Diego Padres	7
2025-04-01	7:40 PM	9:40 PM	Detroit Tigers	4	Seattle Mariners	1
2025-04-01	8:05 PM	10:05 PM	Chicago Cubs	7	Athletics	4
2025-04-01	8:10 PM	10:10 PM	Atlanta Braves	1	Los Angeles Dodgers	3
2025-04-02	10:40 AM	12:40 PM	Texas Rangers	1	Cincinnati Reds	0
2025-04-02	11:10 AM	1:10 PM	Pittsburgh Pirates	4	Tampa Bay Rays	2
2025-04-02	11:10 AM	1:10 PM	Kansas City Royals	2	Milwaukee Brewers	3
2025-04-02	11:15 AM	1:15 PM	Los Angeles Angels	5	St. Louis Cardinals	12
2025-04-02	12:10 PM	2:10 PM	Minnesota Twins	6	Chicago White Sox	1
2025-04-02	1:07 PM	3:07 PM	Washington Nationals	2	Toronto Blue Jays	4
2025-04-02	1:35 PM	3:35 PM	Chicago Cubs	10	Athletics	2
2025-04-02	2:10 PM	4:10 PM	Cleveland Guardians	2	San Diego Padres	5
2025-04-02	2:10 PM	4:10 PM	Detroit Tigers	2	Seattle Mariners	3
2025-04-02	2:10 PM	4:10 PM	San Francisco Giants	6	Houston Astros	3
2025-04-02	2:40 PM	4:40 PM	New York Mets	6	Miami Marlins	5
2025-04-02	4:35 PM	6:35 PM	Boston Red Sox	3	Baltimore Orioles	0
2025-04-02	4:45 PM	6:45 PM	Colorado Rockies	1	Philadelphia Phillies	5
2025-04-02	5:05 PM	7:05 PM	Arizona Diamondbacks	4	New York Yankees	3
2025-04-02	6:38 PM	8:38 PM	Atlanta Braves	5	Los Angeles Dodgers	6
2025-04-03	11:05 AM	1:05 PM	Boston Red Sox	8	Baltimore Orioles	4
2025-04-03	11:05 AM	1:05 PM	Colorado Rockies	1	Philadelphia Phillies	3
2025-04-03	2:10 PM	4:10 PM	Houston Astros	5	Minnesota Twins	2
2025-04-03	5:05 PM	7:05 PM	Arizona Diamondbacks	7	New York Yankees	9
2025-04-03	5:40 PM	7:40 PM	Cincinnati Reds	0	Milwaukee Brewers	1
2025-04-04	11:10 AM	1:10 PM	Chicago White Sox	4	Detroit Tigers	7
2025-04-04	12:10 PM	2:10 PM	St. Louis Cardinals	9	Boston Red Sox	13
2025-04-04	12:20 PM	2:20 PM	San Diego Padres	1	Chicago Cubs	3
2025-04-04	1:10 PM	3:10 PM	Toronto Blue Jays	0	New York Mets	5
2025-04-04	2:10 PM	4:10 PM	Athletics	6	Colorado Rockies	3
2025-04-04	2:12 PM	4:12 PM	New York Yankees	9	Pittsburgh Pirates	4
2025-04-04	2:35 PM	4:35 PM	Seattle Mariners	9	San Francisco Giants	10
2025-04-04	4:45 PM	6:45 PM	Arizona Diamondbacks	6	Washington Nationals	4
2025-04-04	4:45 PM	6:45 PM	Los Angeles Dodgers	2	Philadelphia Phillies	3
2025-04-04	5:15 PM	7:15 PM	Miami Marlins	0	Atlanta Braves	10
2025-04-04	5:40 PM	7:40 PM	Baltimore Orioles	2	Kansas City Royals	8
2025-04-04	6:05 PM	8:05 PM	Tampa Bay Rays	2	Texas Rangers	5
2025-04-04	6:10 PM	8:10 PM	Cincinnati Reds	2	Milwaukee Brewers	3
2025-04-04	7:38 PM	9:38 PM	Cleveland Guardians	8	Los Angeles Angels	6
2025-04-05	11:10 AM	1:10 PM	Chicago White Sox	2	Detroit Tigers	7
2025-04-05	12:10 PM	2:10 PM	Houston Astros	1	Minnesota Twins	6
2025-04-05	12:20 PM	2:20 PM	San Diego Padres	1	Chicago Cubs	7
2025-04-05	2:05 PM	4:05 PM	Arizona Diamondbacks	3	Washington Nationals	4
2025-04-05	2:05 PM	4:05 PM	Los Angeles Dodgers	3	Philadelphia Phillies	1
2025-04-05	2:05 PM	4:05 PM	New York Yankees	10	Pittsburgh Pirates	4
2025-04-05	2:10 PM	4:10 PM	Baltimore Orioles	8	Kansas City Royals	1
2025-04-05	5:05 PM	7:05 PM	Tampa Bay Rays	4	Texas Rangers	6
2025-04-05	5:10 PM	7:10 PM	Toronto Blue Jays	2	New York Mets	3
2025-04-05	5:10 PM	7:10 PM	Cincinnati Reds	11	Milwaukee Brewers	7
2025-04-05	5:15 PM	7:15 PM	Miami Marlins	4	Atlanta Braves	0
2025-04-05	6:10 PM	8:10 PM	Athletics	7	Colorado Rockies	4
2025-04-05	7:05 PM	9:05 PM	Seattle Mariners	1	San Francisco Giants	4
2025-04-05	7:38 PM	9:38 PM	Cleveland Guardians	4	Los Angeles Angels	10
2025-04-06	11:35 AM	1:35 PM	Arizona Diamondbacks	4	Washington Nationals	5
2025-04-06	11:35 AM	1:35 PM	St. Louis Cardinals	4	Boston Red Sox	5
2025-04-06	11:35 AM	1:35 PM	Los Angeles Dodgers	7	Philadelphia Phillies	8
2025-04-06	11:35 AM	1:35 PM	New York Yankees	4	Pittsburgh Pirates	5
2025-04-06	11:40 AM	1:40 PM	Toronto Blue Jays	1	New York Mets	2
2025-04-06	11:40 AM	1:40 PM	Chicago White Sox	3	Detroit Tigers	4
2025-04-06	12:10 PM	2:10 PM	Baltimore Orioles	1	Kansas City Royals	4
2025-04-06	12:10 PM	2:10 PM	Houston Astros	9	Minnesota Twins	7
2025-04-06	12:10 PM	2:10 PM	Cincinnati Reds	2	Milwaukee Brewers	8
2025-04-06	12:20 PM	2:20 PM	San Diego Padres	8	Chicago Cubs	7
2025-04-06	12:35 PM	2:35 PM	Tampa Bay Rays	3	Texas Rangers	4
2025-04-06	1:10 PM	3:10 PM	Athletics	5	Colorado Rockies	12
2025-04-06	2:05 PM	4:05 PM	Seattle Mariners	4	San Francisco Giants	5
2025-04-06	2:07 PM	4:07 PM	Cleveland Guardians	2	Los Angeles Angels	6
2025-04-06	5:10 PM	7:10 PM	St. Louis Cardinals	7	Boston Red Sox	18
2025-04-07	1:10 PM	3:10 PM	New York Yankees	2	Detroit Tigers	6
2025-04-07	4:40 PM	6:40 PM	St. Louis Cardinals	4	Pittsburgh Pirates	8
2025-04-07	4:45 PM	6:45 PM	Los Angeles Dodgers	4	Washington Nationals	6
2025-04-07	4:45 PM	6:45 PM	Toronto Blue Jays	6	Boston Red Sox	2
2025-04-07	5:10 PM	7:10 PM	Miami Marlins	0	New York Mets	2
2025-04-07	5:40 PM	7:40 PM	Texas Rangers	0	Chicago Cubs	7
2025-04-07	5:40 PM	7:40 PM	Minnesota Twins	2	Kansas City Royals	4
2025-04-07	7:40 PM	9:40 PM	Baltimore Orioles	5	Arizona Diamondbacks	1
2025-04-07	7:40 PM	9:40 PM	Houston Astros	3	Seattle Mariners	4
2025-04-07	7:45 PM	9:45 PM	Cincinnati Reds	2	San Francisco Giants	0
2025-04-07	8:05 PM	10:05 PM	San Diego Padres	5	Athletics	4
2025-04-08	11:10 AM	1:10 PM	New York Yankees	0	Detroit Tigers	5
2025-04-08	2:10 PM	4:10 PM	Chicago White Sox	0	Cleveland Guardians	1
2025-04-08	2:10 PM	4:10 PM	Miami Marlins	5	New York Mets	10
2025-04-08	4:40 PM	6:40 PM	St. Louis Cardinals	5	Pittsburgh Pirates	3
2025-04-08	4:45 PM	6:45 PM	Los Angeles Dodgers	2	Washington Nationals	8
2025-04-08	4:45 PM	6:45 PM	Toronto Blue Jays	6	Boston Red Sox	1
2025-04-08	5:05 PM	7:05 PM	Los Angeles Angels	4	Tampa Bay Rays	3
2025-04-08	5:15 PM	7:15 PM	Philadelphia Phillies	5	Atlanta Braves	7
2025-04-08	5:40 PM	7:40 PM	Texas Rangers	6	Chicago Cubs	10
2025-04-08	5:40 PM	7:40 PM	Minnesota Twins	1	Kansas City Royals	2
2025-04-08	6:40 PM	8:40 PM	Milwaukee Brewers	7	Colorado Rockies	1
2025-04-08	7:40 PM	9:40 PM	Baltimore Orioles	3	Arizona Diamondbacks	4
2025-04-08	7:40 PM	9:40 PM	Houston Astros	2	Seattle Mariners	1
2025-04-08	7:45 PM	9:45 PM	Cincinnati Reds	1	San Francisco Giants	0
2025-04-08	8:05 PM	10:05 PM	San Diego Padres	4	Athletics	10
2025-04-09	10:35 AM	12:35 PM	St. Louis Cardinals	1	Pittsburgh Pirates	2
2025-04-09	11:10 AM	1:10 PM	Miami Marlins	5	New York Mets	0
2025-04-09	11:10 AM	1:10 PM	New York Yankees	4	Detroit Tigers	3
2025-04-09	12:20 PM	2:20 PM	Texas Rangers	6	Chicago Cubs	2
2025-04-09	1:35 PM	3:35 PM	San Diego Padres	2	Athletics	1
2025-04-09	1:40 PM	3:40 PM	Baltimore Orioles	0	Arizona Diamondbacks	9
2025-04-09	1:45 PM	3:45 PM	Cincinnati Reds	6	San Francisco Giants	8
2025-04-09	2:05 PM	4:05 PM	Los Angeles Dodgers	6	Washington Nationals	5
2025-04-09	2:10 PM	4:10 PM	Houston Astros	6	Seattle Mariners	7
2025-04-09	4:10 PM	6:10 PM	Chicago White Sox	2	Cleveland Guardians	3
2025-04-09	4:45 PM	6:45 PM	Toronto Blue Jays	2	Boston Red Sox	1
2025-04-09	5:05 PM	7:05 PM	Los Angeles Angels	4	Tampa Bay Rays	5
2025-04-09	5:15 PM	7:15 PM	Philadelphia Phillies	4	Atlanta Braves	3
2025-04-09	5:40 PM	7:40 PM	Minnesota Twins	4	Kansas City Royals	0
2025-04-09	6:40 PM	8:40 PM	Milwaukee Brewers	17	Colorado Rockies	2
2025-04-10	11:10 AM	1:10 PM	Los Angeles Angels	11	Tampa Bay Rays	1
2025-04-10	11:10 AM	1:10 PM	Chicago White Sox	1	Cleveland Guardians	6
2025-04-10	12:10 PM	2:10 PM	Minnesota Twins	2	Kansas City Royals	3
2025-04-10	1:10 PM	3:10 PM	Milwaukee Brewers	2	Colorado Rockies	7
2025-04-10	2:10 PM	4:10 PM	Toronto Blue Jays	3	Boston Red Sox	4
2025-04-10	5:15 PM	7:15 PM	Philadelphia Phillies	2	Atlanta Braves	4
2025-04-11	4:10 PM	6:10 PM	Kansas City Royals	0	Cleveland Guardians	7
2025-04-11	4:40 PM	6:40 PM	Pittsburgh Pirates	3	Cincinnati Reds	5
2025-04-11	5:05 PM	7:05 PM	Atlanta Braves	3	Tampa Bay Rays	6
2025-04-11	5:05 PM	7:05 PM	San Francisco Giants	9	New York Yankees	1
2025-04-11	5:10 PM	7:10 PM	Washington Nationals	7	Miami Marlins	4
2025-04-11	5:40 PM	7:40 PM	Boston Red Sox	1	Chicago White Sox	11
2025-04-11	6:10 PM	8:10 PM	Los Angeles Angels	3	Houston Astros	14
2025-04-11	6:10 PM	8:10 PM	Detroit Tigers	7	Minnesota Twins	6
2025-04-11	6:15 PM	8:15 PM	Philadelphia Phillies	0	St. Louis Cardinals	2
2025-04-11	7:40 PM	9:40 PM	Colorado Rockies	0	San Diego Padres	8
2025-04-11	7:40 PM	9:40 PM	Texas Rangers	3	Seattle Mariners	5
2025-04-11	7:40 PM	9:40 PM	Milwaukee Brewers	7	Arizona Diamondbacks	0
2025-04-11	8:05 PM	10:05 PM	New York Mets	7	Athletics	6
2025-04-11	8:10 PM	10:10 PM	Chicago Cubs	0	Los Angeles Dodgers	3
2025-04-12	12:10 PM	2:10 PM	Detroit Tigers	4	Minnesota Twins	0
2025-04-12	12:15 PM	2:15 PM	Philadelphia Phillies	4	St. Louis Cardinals	1
2025-04-12	1:05 PM	3:05 PM	San Francisco Giants	4	New York Yankees	8
2025-04-12	2:05 PM	4:05 PM	New York Mets	1	Athletics	3
2025-04-12	2:05 PM	4:05 PM	Toronto Blue Jays	4	Baltimore Orioles	5
2025-04-12	2:10 PM	4:10 PM	Atlanta Braves	5	Tampa Bay Rays	4
2025-04-12	2:10 PM	4:10 PM	Boston Red Sox	2	Chicago White Sox	3
2025-04-12	2:10 PM	4:10 PM	Washington Nationals	6	Miami Marlins	7
2025-04-12	4:10 PM	6:10 PM	Kansas City Royals	3	Cleveland Guardians	6
2025-04-12	4:40 PM	6:40 PM	Pittsburgh Pirates	2	Cincinnati Reds	5
2025-04-12	5:10 PM	7:10 PM	Los Angeles Angels	4	Houston Astros	1
2025-04-12	6:10 PM	8:10 PM	Milwaukee Brewers	4	Arizona Diamondbacks	5
2025-04-12	6:40 PM	8:40 PM	Colorado Rockies	0	San Diego Padres	2
2025-04-12	7:10 PM	9:10 PM	Chicago Cubs	16	Los Angeles Dodgers	0
2025-04-12	7:40 PM	9:40 PM	Texas Rangers	2	Seattle Mariners	9
2025-04-13	11:35 AM	1:35 PM	Toronto Blue Jays	7	Baltimore Orioles	6
2025-04-13	11:35 AM	1:35 PM	San Francisco Giants	5	New York Yankees	4
2025-04-13	11:40 AM	1:40 PM	Kansas City Royals	4	Cleveland Guardians	2
2025-04-13	11:40 AM	1:40 PM	Pittsburgh Pirates	0	Cincinnati Reds	4
2025-04-13	11:40 AM	1:40 PM	Atlanta Braves	3	Tampa Bay Rays	8
2025-04-13	11:40 AM	1:40 PM	Washington Nationals	4	Miami Marlins	11
2025-04-13	12:10 PM	2:10 PM	Los Angeles Angels	3	Houston Astros	7
2025-04-13	12:10 PM	2:10 PM	Detroit Tigers	1	Minnesota Twins	5
2025-04-13	12:10 PM	2:10 PM	Boston Red Sox	3	Chicago White Sox	1
2025-04-13	12:15 PM	2:15 PM	Philadelphia Phillies	0	St. Louis Cardinals	7
2025-04-13	2:05 PM	4:05 PM	New York Mets	8	Athletics	0
2025-04-13	2:10 PM	4:10 PM	Colorado Rockies	0	San Diego Padres	6
2025-04-13	2:10 PM	4:10 PM	Texas Rangers	1	Seattle Mariners	3
2025-04-13	2:10 PM	4:10 PM	Milwaukee Brewers	2	Arizona Diamondbacks	5
2025-04-13	5:10 PM	7:10 PM	Chicago Cubs	4	Los Angeles Dodgers	2
2025-04-14	4:40 PM	6:40 PM	Washington Nationals	3	Pittsburgh Pirates	10
2025-04-14	4:45 PM	6:45 PM	San Francisco Giants	10	Philadelphia Phillies	4
2025-04-14	5:05 PM	7:05 PM	Boston Red Sox	1	Tampa Bay Rays	16
2025-04-14	5:05 PM	7:05 PM	Kansas City Royals	1	New York Yankees	4
2025-04-14	5:07 PM	7:07 PM	Atlanta Braves	8	Toronto Blue Jays	4
2025-04-14	5:40 PM	7:40 PM	New York Mets	5	Minnesota Twins	1
2025-04-14	5:40 PM	7:40 PM	Detroit Tigers	9	Milwaukee Brewers	1
2025-04-14	5:45 PM	7:45 PM	Houston Astros	3	St. Louis Cardinals	8
2025-04-14	7:40 PM	9:40 PM	Chicago Cubs	4	San Diego Padres	10
2025-04-14	8:10 PM	10:10 PM	Colorado Rockies	3	Los Angeles Dodgers	5
2025-04-15	4:40 PM	6:40 PM	Washington Nationals	3	Pittsburgh Pirates	0
2025-04-15	4:40 PM	6:40 PM	Seattle Mariners	4	Cincinnati Reds	8
2025-04-15	4:40 PM	6:40 PM	Arizona Diamondbacks	10	Miami Marlins	4
2025-04-15	4:45 PM	6:45 PM	San Francisco Giants	4	Philadelphia Phillies	6
2025-04-15	5:05 PM	7:05 PM	Cleveland Guardians	6	Baltimore Orioles	3
2025-04-15	5:05 PM	7:05 PM	Boston Red Sox	7	Tampa Bay Rays	4
2025-04-15	5:05 PM	7:05 PM	Kansas City Royals	2	New York Yankees	4
2025-04-15	5:07 PM	7:07 PM	Atlanta Braves	3	Toronto Blue Jays	6
2025-04-15	5:40 PM	7:40 PM	New York Mets	3	Minnesota Twins	6
2025-04-15	5:40 PM	7:40 PM	Athletics	12	Chicago White Sox	3
2025-04-15	5:40 PM	7:40 PM	Detroit Tigers	0	Milwaukee Brewers	5
2025-04-15	5:45 PM	7:45 PM	Houston Astros	2	St. Louis Cardinals	0
2025-04-15	6:05 PM	8:05 PM	Los Angeles Angels	0	Texas Rangers	4
2025-04-15	7:40 PM	9:40 PM	Chicago Cubs	2	San Diego Padres	1
2025-04-15	8:10 PM	10:10 PM	Colorado Rockies	2	Los Angeles Dodgers	6
2025-04-16	11:07 AM	1:07 PM	Atlanta Braves	1	Toronto Blue Jays	3
2025-04-16	11:10 AM	1:10 PM	New York Mets	3	Minnesota Twins	4
2025-04-16	11:10 AM	1:10 PM	Detroit Tigers	1	Milwaukee Brewers	5
2025-04-16	11:15 AM	1:15 PM	Houston Astros	1	St. Louis Cardinals	4
2025-04-16	2:10 PM	4:10 PM	Chicago Cubs	2	San Diego Padres	4
2025-04-16	4:35 PM	6:35 PM	Cleveland Guardians	1	Baltimore Orioles	9
2025-04-16	4:40 PM	6:40 PM	Washington Nationals	1	Pittsburgh Pirates	6
2025-04-16	4:40 PM	6:40 PM	Seattle Mariners	5	Cincinnati Reds	3
2025-04-16	4:40 PM	6:40 PM	Arizona Diamondbacks	6	Miami Marlins	2
2025-04-16	4:45 PM	6:45 PM	San Francisco Giants	11	Philadelphia Phillies	4
2025-04-16	5:05 PM	7:05 PM	Boston Red Sox	1	Tampa Bay Rays	0
2025-04-16	5:05 PM	7:05 PM	Kansas City Royals	3	New York Yankees	4
2025-04-16	5:40 PM	7:40 PM	Athletics	3	Chicago White Sox	1
2025-04-16	6:05 PM	8:05 PM	Los Angeles Angels	1	Texas Rangers	3
2025-04-16	8:10 PM	10:10 PM	Colorado Rockies	7	Los Angeles Dodgers	8
2025-04-17	10:10 AM	12:10 PM	Arizona Diamondbacks	6	Miami Marlins	4
2025-04-17	10:35 AM	12:35 PM	Washington Nationals	0	Pittsburgh Pirates	1
2025-04-17	10:40 AM	12:40 PM	Seattle Mariners	11	Cincinnati Reds	7
2025-04-17	12:10 PM	2:10 PM	Athletics	8	Chicago White Sox	0
2025-04-17	2:05 PM	4:05 PM	San Francisco Giants	4	Philadelphia Phillies	6
2025-04-17	4:35 PM	6:35 PM	Cleveland Guardians	2	Baltimore Orioles	6
2025-04-17	4:40 PM	6:40 PM	Kansas City Royals	1	Detroit Tigers	6
2025-04-17	5:05 PM	7:05 PM	New York Yankees	6	Tampa Bay Rays	3
2025-04-17	5:10 PM	7:10 PM	St. Louis Cardinals	1	New York Mets	4
2025-04-17	6:05 PM	8:05 PM	Los Angeles Angels	3	Texas Rangers	5
2025-04-18	12:20 PM	2:20 PM	Arizona Diamondbacks	11	Chicago Cubs	13
2025-04-18	4:40 PM	6:40 PM	Kansas City Royals	3	Detroit Tigers	7
2025-04-18	4:40 PM	6:40 PM	Cleveland Guardians	10	Pittsburgh Pirates	7
2025-04-18	4:45 PM	6:45 PM	Miami Marlins	2	Philadelphia Phillies	7
2025-04-18	5:05 PM	7:05 PM	Cincinnati Reds	8	Baltimore Orioles	3
2025-04-18	5:05 PM	7:05 PM	New York Yankees	1	Tampa Bay Rays	0
2025-04-18	5:07 PM	7:07 PM	Seattle Mariners	1	Toronto Blue Jays	3
2025-04-18	5:10 PM	7:10 PM	St. Louis Cardinals	4	New York Mets	5
2025-04-18	5:10 PM	7:10 PM	Chicago White Sox	3	Boston Red Sox	10
2025-04-18	5:15 PM	7:15 PM	Minnesota Twins	4	Atlanta Braves	6
2025-04-18	6:05 PM	8:05 PM	Los Angeles Dodgers	3	Texas Rangers	0
2025-04-18	6:10 PM	8:10 PM	San Diego Padres	4	Houston Astros	6
2025-04-18	6:10 PM	8:10 PM	Athletics	3	Milwaukee Brewers	5
2025-04-18	7:38 PM	9:38 PM	San Francisco Giants	0	Los Angeles Angels	2
2025-04-19	11:05 AM	1:05 PM	Miami Marlins	10	Philadelphia Phillies	11
2025-04-19	11:10 AM	1:10 PM	Kansas City Royals	1	Detroit Tigers	3
2025-04-19	12:20 PM	2:20 PM	Arizona Diamondbacks	2	Chicago Cubs	6
2025-04-19	1:07 PM	3:07 PM	Seattle Mariners	8	Toronto Blue Jays	4
2025-04-19	2:05 PM	4:05 PM	Cincinnati Reds	5	Baltimore Orioles	9
2025-04-19	2:05 PM	4:05 PM	Cleveland Guardians	3	Pittsburgh Pirates	0
2025-04-19	2:05 PM	4:05 PM	St. Louis Cardinals	0	New York Mets	3
2025-04-19	2:05 PM	4:05 PM	Los Angeles Dodgers	3	Texas Rangers	4
2025-04-19	2:10 PM	4:10 PM	Washington Nationals	12	Colorado Rockies	11
2025-04-19	2:10 PM	4:10 PM	Chicago White Sox	3	Boston Red Sox	4
2025-04-19	2:10 PM	4:10 PM	New York Yankees	8	Tampa Bay Rays	10
2025-04-19	5:10 PM	7:10 PM	San Diego Padres	2	Houston Astros	3
2025-04-19	5:10 PM	7:10 PM	Athletics	3	Milwaukee Brewers	1
2025-04-19	5:15 PM	7:15 PM	Minnesota Twins	3	Atlanta Braves	4
2025-04-19	7:38 PM	9:38 PM	San Francisco Giants	3	Los Angeles Angels	2
2025-04-20	11:35 AM	1:35 PM	Cincinnati Reds	24	Baltimore Orioles	2
2025-04-20	11:35 AM	1:35 PM	Cleveland Guardians	5	Pittsburgh Pirates	4
2025-04-20	11:35 AM	1:35 PM	Minnesota Twins	2	Atlanta Braves	6
2025-04-20	11:35 AM	1:35 PM	Chicago White Sox	8	Boston Red Sox	4
2025-04-20	11:35 AM	1:35 PM	Miami Marlins	7	Philadelphia Phillies	5
2025-04-20	11:37 AM	1:37 PM	Seattle Mariners	8	Toronto Blue Jays	3
2025-04-20	11:40 AM	1:40 PM	Kansas City Royals	4	Detroit Tigers	3
